"problem_log_id","assignment_log_id","problem_id","start_time","end_time","?column?","answer_text","first_action_type_id","attempt_count","first_response_time","teacher_comment","user_xid","assignment_xid","assignment_id","owner_xid","name","problem_type_id","assistment_id","position"
156769873,20326144,1366129,2022-06-02 13:07:20.442 -0400,2022-06-02 13:08:26.235 -0400,,<p>Yes 53 12 inches is the most common tied with 52 inches.</p>,1,1,65789,"",1448015,3304982,1750033,3097639,"",8,951844,4
156770129,20326138,1366129,2022-06-02 13:12:27.365 -0400,2022-06-02 13:19:30.323 -0400,,<p>He is not correct because 52 and 53 12 inches have the same amount of children.</p>,1,1,422939,"",1564789,3304982,1750033,3097639,"",8,951844,4
156770171,20326150,1366129,2022-06-02 13:13:07.229 -0400,2022-06-02 13:20:15.839 -0400,,<p>&nbsp;he is not correct because 52 and 53 12 inches have the same amount of children.</p>,1,1,428603,"",3175685,3304982,1750033,3097639,"",8,951844,4
156770228,20326146,1366129,2022-06-02 13:14:07.587 -0400,2022-06-02 13:17:45.149 -0400,,<p>no some of the kids are biger or smoleer</p>,1,1,217554,"",1409300,3304982,1750033,3097639,"",8,951844,4
156770231,20326137,1366129,2022-06-02 13:14:11.980 -0400,2022-06-02 13:27:22.961 -0400,,<p>Yes he is right because three people out of the 15 are 53 12 inches.</p>,1,1,790976,"",1410802,3304982,1750033,3097639,"",8,951844,4
156770292,20326139,1366129,2022-06-02 13:15:10.629 -0400,2022-06-02 13:20:31.854 -0400,,<p>he is corrent because i coonten all and i got 5 in all and that is the most coomen 5-3.&nbsp;</p>,1,1,321211,"",1410334,3304982,1750033,3097639,"",8,951844,4
156770760,20326154,1366129,2022-06-02 13:22:08.936 -0400,2022-06-02 13:26:40.063 -0400,,<p>es he is right because 53 12 inches has the most x&acute;s.</p>,1,1,271121,"",2084407,3304982,1750033,3097639,"",8,951844,4
156770763,20326201,1366129,2022-06-02 13:22:10.545 -0400,2022-06-02 13:24:55.737 -0400,,<p>Yes he is right because 53 12 inches has the most x&acute;s.</p>,1,1,165187,"",1447944,3304982,1750033,3097639,"",8,951844,4
156770853,20326159,1366129,2022-06-02 13:23:05.376 -0400,2022-06-02 13:27:42.027 -0400,,<p>Yes he is right because 53 12 inches has the most xs</p>,1,1,276611,"",302023,3304982,1750033,3097639,"",8,951844,4
156771167,20326141,1366129,2022-06-02 13:28:02.245 -0400,2022-06-02 13:33:12.022 -0400,,<p>No Coach Harris is wrong because there are 3 in 53 1/2 and in 52.</p>,1,1,309759,"",1410303,3304982,1750033,3097639,"",8,951844,4
156771455,20326142,1366129,2022-06-02 13:32:28.001 -0400,2022-06-02 13:33:23.354 -0400,,<p>yes because it is right.</p>,1,1,55324,"",1410049,3304982,1750033,3097639,"",8,951844,4
156771851,20326148,1366129,2022-06-02 13:38:05.311 -0400,2022-06-02 13:53:07.580 -0400,,<p>no&nbsp; he is explaining because 52.</p>,1,1,902260,"",1448014,3304982,1750033,3097639,"",8,951844,4
156796259,20328981,1366129,2022-06-03 12:39:19.862 -0400,2022-06-03 12:40:18.136 -0400,,<p>yes because it has 3 childs and 3 xs</p>,1,1,58269,"",1424481,3304982,1750033,3097639,"",8,951844,4
156796601,20328999,1366129,2022-06-03 12:43:04.740 -0400,2022-06-03 12:43:53.274 -0400,,<p>52 is less than 53 inches tall.</p>,1,1,48523,"",1449884,3304982,1750033,3097639,"",8,951844,4
156796650,20328998,1366129,2022-06-03 12:43:42.877 -0400,2022-06-03 12:44:11.223 -0400,,"<p>657+789=1009,768.</p>",1,1,28338,"",3175126,3304982,1750033,3097639,"",8,951844,4
156800537,20326432,1366129,2022-06-03 13:52:29.492 -0400,2022-06-03 13:55:02.113 -0400,,<p>NO HE IS NOT RIGHT.</p>,1,1,152615,"",1410826,3304982,1750033,3097639,"",8,951844,4
156808082,20330692,1366129,2022-06-06 09:35:28.427 -0400,2022-06-06 09:38:38.910 -0400,,"<p>Yes. he is right because 53 - 12 inches is the answer because 53 is before 54. 12 is before 13</p>
<p>&nbsp;</p>",1,1,190449,"",248631,3304982,1750033,3097639,"",8,951844,4
137069033,17974058,1619859,2021-11-01 10:06:06.656 -0400,2021-11-01 10:06:33.298 -0400,3.0,<p>Reflect it across the line D</p>,1,1,26631,"",1184346,2985085,1551191,8926,"",8,1139174,2
156772510,20326368,1209018,2022-06-02 13:47:36.277 -0400,2022-06-02 13:49:39.435 -0400,,<p>Cristan is right because they both are 1/2 liters.</p>,1,1,123153,"",1410802,3304980,1750032,3097639,Main Problem,8,826837,1
156772522,20326327,1209018,2022-06-02 13:47:42.661 -0400,2022-06-02 13:55:34.662 -0400,,<p>susan is correct because b and a are not equal there are diffent shapes and size.&nbsp;</p>,1,1,471997,"",1410334,3304980,1750032,3097639,Main Problem,8,826837,1
156772665,20326313,1209018,2022-06-02 13:50:02.386 -0400,2022-06-03 12:41:42.321 -0400,,"<p>laura is not cret for the first one has one liiter and the aroth one dose not</p>
<p>&nbsp;</p>",1,1,82299925,"",1409300,3304980,1750032,3097639,Main Problem,8,826837,1
156772699,20326339,1209018,2022-06-02 13:50:38.041 -0400,2022-06-02 13:54:16.551 -0400,,<p>susan is right</p>,1,1,218507,"",3175685,3304980,1750032,3097639,Main Problem,8,826837,1
156772710,20326348,1209018,2022-06-02 13:50:46.345 -0400,2022-06-02 13:54:12.142 -0400,,<p>susan is right.</p>,1,1,205794,"",1564789,3304980,1750032,3097639,Main Problem,8,826837,1
156796644,20326420,1209018,2022-06-03 12:43:38.190 -0400,2022-06-03 12:44:37.682 -0400,,<p>there not equal because letter B looks like the gray looks smaller</p>,1,1,59488,"",1410049,3304980,1750032,3097639,Main Problem,8,826837,1
156796797,20326447,1209018,2022-06-03 12:45:41.341 -0400,2022-06-03 12:47:06.209 -0400,,<p>Cristina because in the beinng she said both hold one liter</p>,1,1,84857,"",1448015,3304980,1750032,3097639,Main Problem,8,826837,1
154299064,20060839,1199969,2022-04-22 11:08:28.851 -0400,2022-04-22 11:08:57.524 -0400,3.0,<p>because e16 and 14 don't go into 64 and 60 evenly.&nbsp;</p>,1,1,28670,"Okay, but explain a little further. ",2827834,3278016,1731182,7629,"",8,703337,3
156797087,20326458,1209018,2022-06-03 12:49:18.642 -0400,2022-06-03 12:51:49.885 -0400,,<p>I think Cristina is correct because beaker A is shorter but thick and beaker B is longer but thin.</p>,1,1,151231,"",1410303,3304980,1750032,3097639,Main Problem,8,826837,1
156797481,20326222,1209018,2022-06-03 12:55:43.361 -0400,2022-06-03 12:55:50.510 -0400,,"<p>14</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",1,1,7146,"",1445714,3304980,1750032,3097639,Main Problem,8,826837,1
156797555,20329013,1209018,2022-06-03 12:57:05.609 -0400,2022-06-03 12:59:07.775 -0400,,"<p>Susan is right. They are both halves but B is longer witch makes the half longer and A is shorter so, A &acute; s half is shorter.</p>",1,1,122163,"",1447944,3304980,1750032,3097639,Main Problem,8,826837,1
156797647,20328995,1209018,2022-06-03 12:59:28.649 -0400,2022-06-03 13:00:12.458 -0400,,"<p>1</p>
<p>_</p>
<p>2&nbsp; &nbsp; &nbsp; is bigger&nbsp;</p>",1,1,43806,"",302023,3304980,1750032,3097639,Main Problem,8,826837,1
156797804,20329068,1209018,2022-06-03 13:03:46.555 -0400,2022-06-03 13:04:06.300 -0400,,<p>a and b are the same</p>,1,1,19741,"",1449884,3304980,1750032,3097639,Main Problem,8,826837,1
156798863,20329254,1209018,2022-06-03 13:26:30.495 -0400,2022-06-03 13:26:50.310 -0400,,<p>a</p>,1,1,19812,"",1448014,3304980,1750032,3097639,Main Problem,8,826837,1
156799971,20329242,1209018,2022-06-03 13:44:13.909 -0400,2022-06-03 13:49:35.169 -0400,,<p>Laura is correct.&nbsp;</p>,1,1,321257,"",1410826,3304980,1750032,3097639,Main Problem,8,826837,1
156809412,20330731,1209018,2022-06-06 10:14:25.058 -0400,2022-06-06 10:54:56.045 -0400,,<p>They mabye can be. because they have driffert botlles</p>,1,1,2430979,"",248631,3304980,1750032,3097639,Main Problem,8,826837,1
154298424,20060815,1199969,2022-04-22 11:05:26.111 -0400,2022-04-22 11:06:05.963 -0400,2.0,<p>because if you multiply them u get completly diffrent answers</p>,1,1,39848,"Along the right lines, missing some steps. Why and what are you multiplying?",2824679,3278016,1731182,7629,"",8,703337,3
154298724,20060795,1199969,2022-04-22 11:06:51.875 -0400,2022-04-22 11:07:14.218 -0400,2.0,"<p>No because you cannot multiply anything to make the numbers equal.</p>
<p>&nbsp;</p>",1,1,22338,"Along the right lines, missing some steps. Explain a little further. ",2822629,3278016,1731182,7629,"",8,703337,3
154298759,20060837,1199969,2022-04-22 11:06:59.445 -0400,2022-04-22 11:07:46.983 -0400,0.0,<p>Ratios are always different numbers because if they were the same you couldn't make a ratio with them&nbsp;</p>,1,1,47535, You would need to figure out if they have the same unit rate. ,2824684,3278016,1731182,7629,"",8,703337,3
154298864,20060811,1199969,2022-04-22 11:07:29.876 -0400,2022-04-22 11:09:05.679 -0400,2.0,<p>they aren't equal because the ratio can't be equal no matter what.</p>,1,1,95799,"Along the right lines, missing some steps. Explain further. ",2823460,3278016,1731182,7629,"",8,703337,3
154298980,20060833,1199969,2022-04-22 11:08:05.086 -0400,2022-04-22 11:08:45.736 -0400,2.0,<p>16/14 64/60 cant go into echuther.</p>,1,1,40647, You would need to figure out if they have the same unit rate. ,2824680,3278016,1731182,7629,"",8,703337,3
154299220,20060840,1199969,2022-04-22 11:09:09.856 -0400,2022-04-22 11:09:31.454 -0400,3.0,<p>they can not be simplified into one another</p>,1,1,21593,"Along the right lines, missing some steps. Explain a little further. ",2824131,3278016,1731182,7629,"",8,703337,3
154299342,20060852,1199969,2022-04-22 11:09:48.971 -0400,2022-04-22 11:11:12.696 -0400,3.0,<p>because you can't divide 64 and 60 in to 16 and 14 with the same number.</p>,1,1,83715,Show or explain your work. You are on the right track.,2823470,3278016,1731182,7629,"",8,703337,3
154307969,20061919,1199969,2022-04-22 11:58:01.411 -0400,2022-04-22 11:59:04.253 -0400,0.0,<p>There not equivalent because one of them has bigger numbers and the other one is just like 16 and 14.</p>,1,1,62837,You would need to find out the unit rate of each one to determine if they are equivalent.,2823452,3278076,1731230,7629,"",8,703337,3
154308113,20061907,1199969,2022-04-22 11:58:56.671 -0400,2022-04-22 11:59:34.679 -0400,1.0,<p>the are diffrint</p>,1,1,38004,You did not show your work or explain how they are different.,2823454,3278076,1731230,7629,"",8,703337,3
154308208,20061901,1199969,2022-04-22 11:59:30.995 -0400,2022-04-22 12:00:39.990 -0400,0.0,<p>ratios are not equivalent because they will all ways be different number.</p>,1,1,68988,Can they not be simplified to be equivalent?,2824136,3278076,1731230,7629,"",8,703337,3
154308352,20061913,1199969,2022-04-22 12:00:22.268 -0400,2022-04-22 12:00:48.225 -0400,2.0,<p>because 14 cant go into 64</p>,1,1,25954,You would need to find out the unit rate of each one to determine if they are equivalent.,2822636,3278076,1731230,7629,"",8,703337,3
154308439,20061912,1199969,2022-04-22 12:00:51.534 -0400,2022-04-22 12:01:11.762 -0400,1.0,<p>because they can't be equvanlent.</p>,1,1,20225,How do you know?,2824666,3278076,1731230,7629,"",8,703337,3
154308705,20061895,1199969,2022-04-22 12:02:27.190 -0400,2022-04-22 12:03:17.304 -0400,1.0,<p>14 is not equlvalent</p>,1,1,50105,You did not show your work or explain how you know.,2825561,3278076,1731230,7629,"",8,703337,3
154326055,20063886,1199969,2022-04-22 13:30:42.685 -0400,2022-04-22 13:32:55.715 -0400,0.0,<p>i accidently messed up I should have done 8:7 and 8:7.5</p>,1,1,133026,They are not equivalent because the unit rates are 1.14 HW per Exit ticket for Ms Rowley and   1.07 for Ms Rivera. ,2822622,3278181,1731286,7629,"",8,703337,3
154326061,20063872,1199969,2022-04-22 13:30:44.223 -0400,2022-04-22 13:31:19.691 -0400,3.0,<p>Because 64:60 cant be divided to equal 16:14</p>,1,1,35465,"Great start, but I need more detail.",2824108,3278181,1731286,7629,"",8,703337,3
154326169,20063894,1199969,2022-04-22 13:31:11.260 -0400,2022-04-22 13:31:33.941 -0400,0.0,<p>14 and 16 really can't go together so its really that simple.&nbsp;</p>,1,1,22678,They are not equivalent because the unit rates are 1.14 HW per Exit ticket for Ms Rowley and   1.07 for Ms Rivera. ,2823436,3278181,1731286,7629,"",8,703337,3
154326172,20063881,1199969,2022-04-22 13:31:12.228 -0400,2022-04-22 13:32:31.118 -0400,2.0,<p>because no matter what if you multiply anything by 74 it will never get 80 and so is the same with the other number</p>,1,1,78883,Be as specific as possible what does not equal 80:74,2822638,3278181,1731286,7629,"",8,703337,3
154326175,20063892,1199969,2022-04-22 13:31:12.999 -0400,2022-04-22 13:31:48.506 -0400,2.0,<p>If you do 64/16 its 4. 14/60 isn't a number to divide so it shows their not equal.</p>,1,1,35504,"Along the right lines, missing some steps.They are not equivalent because the unit rates are 1.14 HW per Exit ticket for Ms Rowley and   1.07 for Ms Rivera. ",2823433,3278181,1731286,7629,"",8,703337,3
154326186,20063879,1199969,2022-04-22 13:31:15.559 -0400,2022-04-22 13:31:52.395 -0400,2.0,<p>because if you simplify you get don't get the same thing.</p>,1,1,36832,How did you arrive at this answer? What math work did you do to get this answer? Explain your reasoning.,2823458,3278181,1731286,7629,"",8,703337,3
154326222,20063887,1199969,2022-04-22 13:31:24.265 -0400,2022-04-22 13:32:09.457 -0400,0.0,<p>14 does not go into 60 but 64 and 16 do go into each other.</p>,1,1,45188,They are not equivalent because the unit rates are 1.14 HW per Exit ticket for Ms Rowley and   1.07 for Ms Rivera. ,2823426,3278181,1731286,7629,"",8,703337,3
154326279,20063912,1199969,2022-04-22 13:31:43.445 -0400,2022-04-22 13:32:03.835 -0400,3.0,<p>No because the first one is 4 and the second one is a decimal higher than 4.</p>,1,1,20387,"Great start, but I need more detail.",2825573,3278181,1731286,7629,"",8,703337,3
154326305,20063890,1199969,2022-04-22 13:31:51.131 -0400,2022-04-22 13:32:29.716 -0400,0.0,<p>they are not because one number is way bigger than the other</p>,1,1,38581,They are not equivalent because the unit rates are 1.14 HW per Exit ticket for Ms Rowley and   1.07 for Ms Rivera. ,2825535,3278181,1731286,7629,"",8,703337,3
154326333,20063902,1199969,2022-04-22 13:31:56.975 -0400,2022-04-22 13:33:35.983 -0400,3.0,<p>14:60 isn't equal because you can't get 60 with 14.</p>,1,1,99002,"Great start, but I need more detail.",2824713,3278181,1731286,7629,"",8,703337,3
154326402,20063908,1199969,2022-04-22 13:32:15.041 -0400,2022-04-22 13:32:58.970 -0400,2.0,<p>Because one of the ratios are un even compared to the other.</p>,1,1,43926,"Along the right lines, missing some steps",2824725,3278181,1731286,7629,"",8,703337,3
154326423,20063922,1199969,2022-04-22 13:32:22.721 -0400,2022-04-22 13:34:47.395 -0400,2.0,<p>They are not equivalent because&nbsp; 16:14 and 64:60 are two totally different numbers.</p>,1,1,144670,Could you simplify the ratios to see if they are the same?,2823445,3278181,1731286,7629,"",8,703337,3
154326449,20063905,1199969,2022-04-22 13:32:31.336 -0400,2022-04-22 13:33:06.289 -0400,3.0,<p>Because 14 can not go into 60 an even amount of times with 0 decimals.</p>,1,1,34948,"Great start, but I need more detail.",2823429,3278181,1731286,7629,"",8,703337,3
154326556,20063910,1199969,2022-04-22 13:33:03.428 -0400,2022-04-22 13:33:51.497 -0400,4.0,"<p>The answer is this because if you were to divide them equally or by 2 you get 7 and 8.8 for homework, and 7 for exit tickets.</p>",1,1,48065,Perfect!,2825538,3278181,1731286,7629,"",8,703337,3
154326596,20063919,1199969,2022-04-22 13:33:12.848 -0400,2022-04-22 13:33:59.589 -0400,2.0,<p>They are not equivalent because the ratio doesnt match.</p>,1,1,46738,Show or explain your work.,2823471,3278181,1731286,7629,"",8,703337,3
154326626,20063876,1199969,2022-04-22 13:33:22.802 -0400,2022-04-22 13:33:45.187 -0400,1.0,<p>Because there is no way you can get the same answer.&nbsp;</p>,1,1,22381,"To determine if ratios are equivalent, we must find a CONSTANT that exists by dividing y and x. If both ratios have the same value, then they are equivalent. Give the value of the ratio when writing your explanation.",2825549,3278181,1731286,7629,"",8,703337,3
154326629,20063883,1199969,2022-04-22 13:33:23.345 -0400,2022-04-22 13:34:21.752 -0400,4.0,<p>They are not equivilent because 64/16=4 and 60/14=4.28</p>,1,1,58391,Great job!,2822643,3278181,1731286,7629,"",8,703337,3
154326691,20063904,1199969,2022-04-22 13:33:41.948 -0400,2022-04-22 13:34:13.346 -0400,0.0,<p>The ratios are not equivalent because 7 can not go into 15</p>,1,1,31393,What math did you do to help you solve this problem? Where did the 15 come from?,2823435,3278181,1731286,7629,"",8,703337,3
154326816,20063911,1199969,2022-04-22 13:34:19.963 -0400,2022-04-22 13:34:44.998 -0400,4.0,<p>because 8 and 7 can not go to 32 and 30</p>,1,1,25031,Great job!,2825531,3278181,1731286,7629,"",8,703337,3
154326894,20063926,1199969,2022-04-22 13:34:39.030 -0400,2022-04-25 11:58:42.730 -0400,0.0,No because 64 is 4 more than 60 and 16 is 2 more than 14.,1,1,253443693,Can you simplify the ratios to see if they are equivalent?,2824675,3278181,1731286,7629,"",8,703337,3
154327155,20063895,1199969,2022-04-22 13:35:56.045 -0400,2022-04-25 06:18:20.513 -0400,2.0,"<p>The ratios are not equivalent because they aren't the same when reduced to their smaller numbers.</p>
<p>&nbsp;</p>",1,1,232944460,How did you arrive at this answer? What math work did you do to get this answer? Explain your reasoning.,2824130,3278181,1731286,7629,"",8,703337,3
154730960,20061914,1199969,2022-04-27 17:38:00.243 -0400,2022-04-27 17:38:18.934 -0400,2.0,<p>becausw when ddoing perportains they are&nbsp; not equal</p>,1,1,18686,Did not explain if they are equivalent or not,2824122,3278076,1731230,7629,"",8,703337,3
154832006,20119103,1749606,2022-04-28 14:58:18.558 -0400,2022-04-28 14:59:55.274 -0400,,<p>its statistical because if you add up all the last names it gives one number.</p>,1,1,96711,"",3105587,3283907,1735210,391003,"",8,1233979,2
154834536,20119246,1749606,2022-04-28 15:14:49.615 -0400,2022-04-28 15:15:52.802 -0400,,<p>Because each student has different letters i different order in there last name.</p>,1,1,63184,"",3109072,3283907,1735210,391003,"",8,1233979,2
154839038,20119765,1749606,2022-04-28 15:45:09.098 -0400,2022-04-28 15:46:38.597 -0400,,<p>Because it is asking for the whole sixth grade</p>,1,1,89496,"",3103853,3283907,1735210,391003,"",8,1233979,2
154839134,20119769,1749606,2022-04-28 15:46:11.011 -0400,2022-04-28 15:47:05.168 -0400,,<p>It is a statistical question&nbsp; because the answer is gonna be vary.</p>,1,1,54153,"",3106133,3283907,1735210,391003,"",8,1233979,2
154839141,20119784,1749606,2022-04-28 15:46:16.181 -0400,2022-04-28 15:47:24.621 -0400,,<p>It's statistical because it has the number six.</p>,1,1,68437,"",3103854,3283907,1735210,391003,"",8,1233979,2
154840737,20119867,1749606,2022-04-28 15:59:27.242 -0400,2022-04-28 16:03:19.599 -0400,,<p>it said last names of the students with an s meaning its more people.</p>,1,1,232353,"",3106971,3283906,1735209,391003,"",8,1233979,2
154842691,20120151,1749606,2022-04-28 16:13:33.298 -0400,2022-04-28 16:14:28.887 -0400,,<p>The answer vary's between how much last you have.</p>,1,1,55577,"",3108957,3283906,1735209,391003,"",8,1233979,2
154842952,20120196,1749606,2022-04-28 16:15:22.143 -0400,2022-04-28 16:19:08.973 -0400,,<p>I think it is statistical because maybe we are going on a field trip and they need our last names.</p>,1,1,226827,"",3110214,3283907,1735210,391003,"",8,1233979,2
154844350,20120296,1749606,2022-04-28 16:25:40.522 -0400,2022-04-28 16:26:02.746 -0400,,<p>thats statistical because every ones last name is differs</p>,1,1,22218,"",3109398,3283906,1735209,391003,"",8,1233979,2
154852813,20120970,1749606,2022-04-28 17:29:11.848 -0400,2022-04-28 17:30:23.022 -0400,,"<p>This question is statistical because it can vary. The numbers in someone&rsquo;s name may change depending on who you ask, so it is statistical.</p>",1,1,71167,"",3106049,3283907,1735210,391003,"",8,1233979,2
154853350,20120878,1749606,2022-04-28 17:36:05.820 -0400,2022-04-28 17:45:45.403 -0400,,<p>there are answers that vary</p>,1,1,579577,"",3108944,3283906,1735209,391003,"",8,1233979,2
154855682,20121146,1749606,2022-04-28 18:24:20.215 -0400,2022-04-28 18:28:54.098 -0400,,"<p>The reason i choosed this answer is because this question is a statistical question which means the question is vary, different.</p>",1,1,273880,"",3139021,3283906,1735209,391003,"",8,1233979,2
154856099,20121233,1749606,2022-04-28 18:31:01.912 -0400,2022-04-28 18:32:00.271 -0400,,<p>This is a statistical questions because it saying a group of people so your comparing how many letters.</p>,1,1,58355,"",3139035,3283907,1735210,391003,"",8,1233979,2
154856148,20120273,1749606,2022-04-28 16:30:46.193 -0400,2022-04-28 16:32:25.149 -0400,,<p>it is statistical because the person does not now the last names of six grade.</p>,1,1,98953,"",3103867,3283907,1735210,391003,"",8,1233979,2
154862145,20120842,1749606,2022-04-28 21:33:56.613 -0400,2022-04-28 21:36:01.888 -0400,,<p>Because a statiscal question has numbers in it so thats the reason why its a statiscal question.</p>,1,1,125271,"",3106382,3283906,1735209,391003,"",8,1233979,2
154891338,20124910,1749606,2022-04-29 10:45:26.269 -0400,2022-04-29 10:46:23.835 -0400,,<p>The reason is because the number of sixth graders will vary around.</p>,1,1,57563,"",3105967,3283907,1735210,391003,"",8,1233979,2
154891809,20124941,1749606,2022-04-29 10:48:55.691 -0400,2022-04-29 10:49:44.249 -0400,,<p>It does not talk abot them selves.</p>,1,1,48552,"",3103858,3283907,1735210,391003,"",8,1233979,2
154894167,20125310,1749606,2022-04-29 11:03:58.760 -0400,2022-04-29 11:04:13.977 -0400,,<p>The answer will stay the same</p>,1,1,15210,"",3109475,3283906,1735209,391003,"",8,1233979,2
154974067,20133183,1749606,2022-05-01 23:47:12.462 -0400,2022-05-01 23:51:32.895 -0400,,<p><strong>A teacher sees their students names/last names almost every day especially when&nbsp;they're grading the students work.</strong></p>,1,1,260429,"",3201046,3283906,1735209,391003,"",8,1233979,2
155519355,20190518,1749606,2022-05-08 15:14:07.595 -0400,2022-05-08 15:14:24.636 -0400,,<p>it is beacuse it only has one answer</p>,1,1,17039,"",3103859,3283906,1735209,391003,"",8,1233979,2
154832397,20119103,1749612,2022-04-28 15:00:20.390 -0400,2022-04-28 15:02:48.306 -0400,,<p>because it involves&nbsp; numbers&nbsp;&nbsp;</p>,1,1,147913,"",3105587,3283907,1735210,391003,"",8,1233985,2
154837203,20119246,1749612,2022-04-28 15:31:31.718 -0400,2022-04-28 15:33:23.378 -0400,,<p>Because numerical means number and categorical doesn't.</p>,1,1,111657,"",3109072,3283907,1735210,391003,"",8,1233985,2
154839217,20119765,1749612,2022-04-28 15:46:57.577 -0400,2022-04-28 15:48:20.800 -0400,,<p>Because it says numbers</p>,1,1,83220,"",3103853,3283907,1735210,391003,"",8,1233985,2
154839333,20119769,1749612,2022-04-28 15:48:10.023 -0400,2022-04-28 15:49:17.078 -0400,,<p>It is a numerical question because it has numbers.</p>,1,1,67052,"",3106133,3283907,1735210,391003,"",8,1233985,2
154839348,20119784,1749612,2022-04-28 15:48:22.425 -0400,2022-04-28 15:49:38.001 -0400,,<p>Numeral because it has a number.</p>,1,1,75572,"",3103854,3283907,1735210,391003,"",8,1233985,2
154841327,20119867,1749612,2022-04-28 16:04:16.223 -0400,2022-04-28 16:14:54.687 -0400,,<p>I think it is categorical because its like a bar graph</p>,1,1,638461,"",3106971,3283906,1735209,391003,"",8,1233985,2
154842864,20120151,1749612,2022-04-28 16:14:44.298 -0400,2022-04-28 16:16:11.144 -0400,,"<p>It is numerical because it has numbers</p>
<p>&nbsp;</p>",1,1,86842,"",3108957,3283906,1735209,391003,"",8,1233985,2
154843856,20120196,1749612,2022-04-28 16:21:25.365 -0400,2022-04-28 16:23:53.448 -0400,,<p>I chose this answer because when it says 20 adults I thought numerical.</p>,1,1,148080,"",3110214,3283907,1735210,391003,"",8,1233985,2
154850332,20120445,1749612,2022-04-28 16:53:07.133 -0400,2022-04-28 17:12:17.543 -0400,,<p>because c had more then n</p>,1,1,1150401,"",3105674,3283907,1735210,391003,"",8,1233985,2
154852938,20120970,1749612,2022-04-28 17:30:40.538 -0400,2022-04-28 17:34:29.365 -0400,,"<p>The reason why I chose numerical is because in this question, they say the number of languages spoken by 20 adults, not anything categorical was mentioned.</p>",1,1,228809,"",3106049,3283907,1735210,391003,"",8,1233985,2
154853986,20120878,1749612,2022-04-28 17:45:58.661 -0400,2022-04-28 17:49:36.160 -0400,,<p>I didnt really understand</p>,1,1,217495,"",3108944,3283906,1735209,391003,"",8,1233985,2
